compound_id,smiles,predicted_activity_score,predicted_class,true_label,model_version
CID-2952090,CC1=CC2=C(C=C1)N(C3=C2CCCC3)CC(CN4CCCCCC4)O.Cl,0.74,Active,active,rf_v1
CID-2958977,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC(=C(C(=C4)OC)OC)OC,0.76,Active,active,rf_v1
CID-2963113,C1=CC(=C(C(=C1)Cl)CC(=O)NCCCN2C=CN=C2)F,0.67,Active,active,rf_v1
CID-2965851,C1=CC=C2C(=C1)C(=C(N2)C(=O)O)C(C3=C(C=CC(=C3)Br)O)C4=C(NC5=CC=CC=C54)C(=O)O,0.9,Active,active,rf_v1
CID-2966254,C1=CC=C2C(=C1)C(=C(N2)C(=O)O)C(C3=C(C=CC(=C3)Br)OCC(=O)O)C4=C(NC5=CC=CC=C54)C(=O)O,0.85,Active,active,rf_v1
CID-2966450,CC(C1=NN=C(N1C)SCCOC2=CC=C(C=C2)OC)NC(=O)CC3=CC=C(C=C3)OC,0.18,Inactive,active,rf_v1
CID-2971444,CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)CC3=CC=CC=C3[N+](=O)[O-],0.79,Active,active,rf_v1
CID-2974727,CN(C1=C(C=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)F)OC)S(=O)(=O)C3=CC=C(C=C3)Cl,0.81,Active,active,rf_v1
CID-2993330,CC1=CC(=C(C=C1)OC)NC(=O)CSC2=NC3=C(C(=CS3)C)C(=O)N2,0.76,Active,active,rf_v1
CID-2997527,CC1=CC(=NO1)NC(=O)COC(=O)C(C(C)C)NC2=C(C=C(C=C2)C(F)(F)F)Cl,0.66,Active,active,rf_v1
CID-2998767,CC1(C(=O)N(C(=O)N1)CC(=O)NCC2=CC=CO2)C3=CC4=C(C=C3)C=C(C=C4)OC,0.11,Inactive,active,rf_v1
CID-2999977,CC1=CC=C(C=C1)C(=O)OC2=CC3=C(C=C2)N(C=N3)C,0.79,Active,active,rf_v1
CID-3091264,C1=CC=C(C=C1)COC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC(=CC=C2)Cl,0.79,Active,active,rf_v1
CID-3110581,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CSC(=N2)NC(=O)C3=C(C(=CC=C3)[N+](=O)[O-])C(=O)O,0.78,Active,active,rf_v1
CID-3128209,C1=CC(=CC=C1NC2=CC=C(C3=NON=C23)[N+](=O)[O-])S(=O)(=O)N,0.21,Inactive,active,rf_v1
CID-3129448,COC1=CC(=C(C=C1C2=NC3=C(C=C(C=C3)Br)C(N2CC(=O)NN)C4=CC=CC=C4)OC)OC,0.84,Active,active,rf_v1
CID-3152897,CC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)C3=CC=CC=C3[N+](=O)[O-],0.72,Active,active,rf_v1
CID-3158067,COC1=CC(=CC(=C1OC)OC)NC(=O)C2CC(=NO2)C3=CC(=CC=C3)Br,0.21,Inactive,active,rf_v1
CID-3162837,C1C(N(N=C1C2=CC=CS2)C(=O)CCl)C3=CC=CO3,0.96,Active,active,rf_v1
CID-3178307,CC(=O)NC1=CC=C(C=C1)N(C(C2=CC(=C(C=C2)O)O)C(=O)NC3CCCC3)C(=O)CN4C5=CC=CC=C5N=N4,1.0,Active,active,rf_v1
CID-3191469,CC(=O)NC1=CC=C(C=C1)N(C(C2=CC=C(C=C2)OC)C(=O)NCC3CCCO3)C(=O)CN4C5=CC=CC=C5N=N4,0.99,Active,active,rf_v1
CID-3191502,CC(=O)NC1=CC=C(C=C1)N(C(C2=C(C=C(C=C2)OC)OC)C(=O)NCC3CCCO3)C(=O)CN4C5=CC=CC=C5N=N4,0.97,Active,active,rf_v1
CID-3191638,CC(=O)NC1=CC=C(C=C1)N(C(C2=C(C(=CC=C2)OC)OC)C(=O)NCC3CCCO3)C(=O)CN4C5=CC=CC=C5N=N4,0.97,Active,active,rf_v1
CID-3191728,CC(=O)NC1=CC=C(C=C1)N(C(C2=CC(=CC=C2)OC)C(=O)NCC3CCCO3)C(=O)CN4C5=CC=CC=C5N=N4,0.98,Active,active,rf_v1
CID-3192987,CCC1=NC(=C2C3=C(CC(CC3)C)SC2=N1)N4CCN(CC4)C(=O)CCl,0.67,Active,active,rf_v1
CID-3196508,CCC(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC3CCCC3)C(=O)C4=CC=CO4,0.89,Active,active,rf_v1
CID-3196509,CC(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC3CCCC3)C(=O)C4=CC=CO4,0.89,Active,active,rf_v1
CID-3196510,CCC1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC3CCCC3)C(=O)C4=CC=CO4,0.89,Active,active,rf_v1
CID-3197965,CC1=CC(=C(C(=C1)C)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C4=CC=CC=C4N=N3)C,0.92,Active,active,rf_v1
CID-3198732,CCC(C)(C)NC(=O)C(C1=CC=CN1C)N(C2=CC=C(C=C2)NC(=O)C)C(=O)CN3C4=CC=CC=C4N=N3,0.95,Active,active,rf_v1
CID-3198832,CCC(C)(C)NC(=O)C(C1=CC=C(C=C1)O)N(C2=CC=C(C=C2)NC(=O)C)C(=O)CN3C4=CC=CC=C4N=N3,0.99,Active,active,rf_v1
CID-3202425,COC1=CC=CC(=C1)C(C(=O)NC2=CC=C(C=C2)F)N(C3CC3)C(=O)CN4C5=CC=CC=C5N=N4,0.84,Active,active,rf_v1
CID-3206178,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC=CS3)C(C4=CC=CO4)C(=O)NCC5=CC=CO5,0.97,Active,active,rf_v1
CID-3206295,COC1=CC=CC(=C1)C(C(=O)NCC2=CC=CO2)N(CC3=CC=CO3)C(=O)CN4C5=CC=CC=C5N=N4,0.96,Active,active,rf_v1
CID-3211933,CC1=CC=C(O1)C(C(=O)NCCOC)N(C2=CC=CC=C2)C(=O)CN3C4=CC=CC=C4N=N3,0.94,Active,active,rf_v1
CID-3221960,CC(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC3CCCC3)C(=O)C4=CSN=N4,0.84,Active,active,rf_v1
CID-3235672,CC1=CC=C(C=C1)CN2C(=O)CSC3=C2C=C(C=C3)C(=O)NCCN4CCOCC4,0.19,Inactive,active,rf_v1
CID-3237441,COC1=C(C=C(C=C1)C2=NN(C(=C2)N)S(=O)(=O)C3=C(C(=C(C(=C3F)F)F)F)F)OC,0.74,Active,active,rf_v1
CID-3237586,CC(=O)C1=C(NC(=C1)C2=CC=CC=C2)N3CCOCC3,0.75,Active,active,rf_v1
CID-3239069,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC4=C(C=C3)OCO4)CC5=CC=CN5C,0.69,Active,active,rf_v1
CID-3240186,CC1CC2=CC=CC=C2N1C(=O)C3CCCN(C3)S(=O)(=O)C4=CC=CC5=NSN=C54,0.13,Inactive,active,rf_v1
CID-3242436,CCCCCN1C(=NC2=C1C(=O)NC(=O)N2C)CN3CCN(CC3)CC4=CC=CC=C4,0.01,Inactive,active,rf_v1
CID-3244307,CC(C)(C)C1CCC2=C(C1)C(=NO2)C(=O)NC3=CN=CC=C3,0.36,Inactive,active,rf_v1
CID-3245569,COC1=C(C(=C(C=C1)NC(=O)CN2C3=C(C=C2C(=O)OC)SC=C3)OC)OC,0.61,Active,active,rf_v1
CID-3257857,CCC1C(=O)N(C(=O)C(S1)CC)CC(=O)NC2=CC=C(C=C2)C(=O)OCC,0.63,Active,active,rf_v1
CID-3293421,C1=CC(=CC(=C1)NC(=O)NCCNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)C(F)(F)F,0.72,Active,active,rf_v1
CID-3473830,CC(=O)N1C=C(C2=CC=CC=C21)N(C3=CC=C(C=C3)[N+](=O)[O-])C(=O)CCl,0.85,Active,active,rf_v1
CID-3475954,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)CSC2=CC=CC3=C2N=CC=C3,0.16,Inactive,active,rf_v1
CID-3555173,COC1=CC=C(C=C1)C2C(C(=NN2C(=O)CCl)C3=CNC4=CC=CC=C43)O,0.57,Active,active,rf_v1
CID-3590295,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3,0.86,Active,active,rf_v1
CID-3592691,CC(C)(C)C(=O)NC(=S)NC1=C(C2=C(S1)CCCCC2)C#N,0.68,Active,active,rf_v1
CID-3634352,C1=CC=C2C(=C1)C(=O)N(C=N2)NC(=O)C3=CC=C(C=C3)Br,0.71,Active,active,rf_v1
CID-3640363,C1=CC=C2C(=C1)C(=C(N2CC(=O)O)C(=O)O)C=O,0.72,Active,active,rf_v1
CID-3686662,CC(C1=CC(=C(C=C1)Cl)Cl)NC(=O)CCl,0.77,Active,active,rf_v1
CID-3735802,COC1=CC=C(C=C1)C(CCN(CC2=CC(=C(C=C2)OC)OC)C(=O)CCl)C3=CC=CC=C3,0.84,Active,active,rf_v1
CID-3774350,CC1=C(C=C(C=C1)NC2=NC(=C(C(=N2)N3CCOCC3)[N+](=O)[O-])N)C,0.62,Active,active,rf_v1
CID-3794723,CN1C(C(CO1)S(=O)(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)OCC4=CC=C(C=C4)OC)OC,0.71,Active,active,rf_v1
CID-3811656,COC1=C(C=C(C=C1)C2CC(=NN2C(=O)CCl)C3=CC=CS3)OC,0.97,Active,active,rf_v1
CID-3859741,COC1=C(C=CC(=C1)C2CC(=NN2C(=O)CCl)C3=CC=CS3)OC(F)F,0.94,Active,active,rf_v1
CID-3878400,C1=CC=C(C(=C1)C(=O)OC2=CN=CC=C2)[N+](=O)[O-],0.65,Active,active,rf_v1
CID-3912197,COC1=C(C=C2C(N(CCC2=C1)C(=O)CCl)C3=C(C=CC(=C3)Br)F)OC,0.38,Inactive,active,rf_v1
CID-3929515,C1=CC=C(C=C1)C2C=CC(C3C2C(=O)N(C3=O)C4=CN=CC=C4)C5=CC=CC=C5,0.77,Active,active,rf_v1
CID-3962842,CNC1=C(N=C(O1)C2=CC=C(C=C2)Cl)P(=O)(C3=CC=CC=C3)C4=CC=CC=C4,0.71,Active,active,rf_v1
CID-3992501,CC1=C(C(NC(=S)N1)C2=CC=C(O2)C3=CC=CC=C3C(=O)OC)C(=O)OC,0.2,Inactive,active,rf_v1
CID-4077726,CC1=CC(=CC=C1)N2C(=O)CC(C2=O)N(CC3=C(N(N=C3C)C)C)C(=S)NC4=CC=C(C=C4)Cl,0.68,Active,active,rf_v1
CID-4137407,CC1CCN(CC1)C2=C3C(=C(SC3=NC(=N2)C)C(=O)NC4=CC5=C(C=C4)OCCO5)C,0.22,Inactive,active,rf_v1
CID-4175307,CC1=CC=CC=C1NC2=NN=C(S2)SCC(=O)NC3=C(C=C(C=N3)C(F)(F)F)Cl,0.85,Active,active,rf_v1
CID-4181547,CC1=CC=C(C=C1)C2C3=C(NC4=C2C(=O)CC(C4)(C)C)ON=C3C,0.71,Active,active,rf_v1
CID-4182036,C1CC(OC1)CNC(=O)CCNC(=O)CN2C=NC3=CC=CC=C3C2=O,0.1,Inactive,active,rf_v1
CID-4187185,CCCOC(=O)C1=C(SC=C1C2=C(C=C(C=C2)C)C)NC(=O)C3C4CCC(C3C(=O)O)O4,0.71,Active,active,rf_v1
CID-4189659,CC(C)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C(=O)N2CC4=CC=C(C=C4)C(=O)O)SC=C3,0.15,Inactive,active,rf_v1
CID-4220289,CCN1C=C(C=N1)C(=O)NC(=S)NC2=CC=CC=C2[N+](=O)[O-],0.17,Inactive,active,rf_v1
CID-4330749,CC1=CC=C(C=C1)C(=O)NC(=C(Cl)Cl)S(=O)(=O)C2=CC=CC=C2,0.84,Active,active,rf_v1
CID-4371580,CC1CCC2=C(N1CC(=O)N3CCC4=C(C3)C5=C(N4)C=CC(=C5)C)C=CC(=C2)F,0.73,Active,active,rf_v1
CID-4377849,CC1=CC=C(C=C1)OCC2=NC(=C(O2)NC3=CC=C(C=C3)OC)C#N,0.77,Active,active,rf_v1
CID-4381126,COC1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC3CCCCC3)C(=O)CCl,0.7,Active,active,rf_v1
CID-4395364,C1=CC=C2C(=C1)C(=CC(=C2N)C(C(F)(F)F)(C(F)(F)F)O)C(C(F)(F)F)(C(F)(F)F)O,0.79,Active,active,rf_v1
CID-4437603,CC1=CC=C(C=C1)C2CC(=NN2C(=O)CCl)C3=CC=CS3,0.96,Active,active,rf_v1
CID-4438422,C1C2=C(N(N=C2CS1(=O)=O)C3=CC(=CC=C3)Cl)NC(=O)C4=CC5=C(C=C4)OCO5,0.77,Active,active,rf_v1
CID-4447969,CC1=NN(C(=C1C(C2=CC=CC=C2)C3=C(N(N=C3C)C4=CC=CC=C4)N)N)C5=CC=CC=C5,0.76,Active,active,rf_v1
CID-4542341,CC1=CC(=CC=C1)N2C3=C(C(=N2)C)C(=CC(=N3)C4=CC=CS4)C(=O)O,0.19,Inactive,active,rf_v1
CID-4586109,C1=CC=C(C=C1)CN(C2=NC(=C(S2)C3=CC=CC=C3)C4=CC=CC=C4)C(=O)CSCC(=O)O,0.74,Active,active,rf_v1
CID-4621376,CCCCOC1=CC=C(C=C1)C(=O)OC2=CN=CC=C2,0.82,Active,active,rf_v1
CID-4679126,CCOC1=CC=C(C=C1)C2C(=C(C(=O)N2C3=NC(=C(S3)C(=O)OC)C)O)C(=O)C4=CC=C(O4)C,0.21,Inactive,active,rf_v1
CID-4794522,CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)C3=CC=CC=C3OC(F)F,0.76,Active,active,rf_v1
CID-4836362,C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=CC(=C(C=C2)NNC(=S)NC3=CC=C(C=C3)OC(F)F)[N+](=O)[O-],0.83,Active,active,rf_v1
CID-4868361,C1=CC=C(C=C1)NC(=O)NN(C2=CC=CC=C2)C(=O)CCl,0.76,Active,active,rf_v1
CID-4900532,COC1=CC=C(C=C1)N(CC2=CC3=CC=CC=C3NC2=O)S(=O)(=O)C4=CC=C(C=C4)OC,0.82,Active,active,rf_v1
CID-4907806,CCN1C2=C(C=C3C=C(C=CC3=N2)C)C(=N1)NS(=O)(=O)C4=CC=CC=C4,0.74,Active,active,rf_v1
CID-4910360,CCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NS(=O)(=O)C4=CC=C(C=C4)[N+](=O)[O-])C,0.82,Active,active,rf_v1
CID-4911266,CCOC1=CC=C(C=C1)N(CC2=CC3=C(C=C(C=C3)C)NC2=O)S(=O)(=O)C4=CC=CC=C4,0.82,Active,active,rf_v1
CID-4917203,C1=CC=NC(=C1)SCC(=O)NC2=NON=C2[N+](=O)[O-],0.08,Inactive,active,rf_v1
CID-4944777,CC1=CC(=C(C=C1)C)OC(C)C(=O)NC2=NC=CS2,0.63,Active,active,rf_v1
CID-4961646,CC1=CC=C(O1)C2=NN(C(C2)C3=CC=CO3)C(=O)CCl,0.94,Active,active,rf_v1
CID-4961648,CC1=CC=C(O1)C2=NN(C(C2)C3=CC=CS3)C(=O)CCl,0.96,Active,active,rf_v1
CID-5114648,C1=CC=C2C(=C1)C3=CC=CC=C3C2=NNC4=CC(=C(C=C4)Cl)C(=O)O,0.83,Active,active,rf_v1
CID-5302421,CSC1=NSC(=N1)NC(=O)OCC2=CC=C(C=C2)Cl,0.19,Inactive,active,rf_v1
CID-5341357,CC(=NNC(=O)C1=CC(=C(C=C1)Cl)Cl)CN2N=C(N=N2)[N+](=O)[O-],0.68,Active,active,rf_v1
CID-5349620,C1C2C=CC1C3C2C(=O)N(C3=O)N=CC4=CC=C(O4)C5=CC=CC=C5[N+](=O)[O-],0.4,Inactive,active,rf_v1
CID-5399054,C1=CC=C2C(=C1)N=NN2CC(=O)NN=CC3=CC=CS3,0.85,Active,active,rf_v1
CID-5509654,COC1=CC(=CC(=C1OC)OC)C=NNC(=O)CN2C3=CC=CC=C3N=N2,0.97,Active,active,rf_v1
CID-5713900,C1=CC(=CC=C1C(=NS(=O)(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)N)Cl,0.72,Active,active,rf_v1
CID-5734448,C1=CC=C(C(=C1)C=CC(=O)C2=C(C=CC(=C2)Br)OC(=O)C3=CC=CO3)F,0.91,Active,active,rf_v1
CID-5734490,COC1=CC=CC=C1C=CC(=O)C2=C(C=CC(=C2)Br)OC(=O)C3=CC=CO3,0.99,Active,active,rf_v1
CID-5735038,CC1=CC=C(C=C1)C=CC(=O)C2=C(C=CC(=C2)Br)OC(=O)C3=CC=CO3,0.94,Active,active,rf_v1
CID-5741945,C1CN(CCN1CC=CC2=CC=CC=C2)C3CC(=O)N(C3=O)CC4=CC=CS4,0.71,Active,active,rf_v1
CID-5756577,COC1=CC=CC=C1C=C2C(=O)N(C(=S)S2)CCC(=O)NNC(=O)C3=CC=CC=C3OC,0.39,Inactive,active,rf_v1
CID-5824720,CCC1=CC=C(C=C1)S(=O)(=O)N=C2C=C(C(=O)C3=CC=CC=C32)NC4=CC=C(C=C4)C(=O)O,0.88,Active,active,rf_v1
CID-5824722,CC1=CC=C(C=C1)S(=O)(=O)N=C2C=C(C(=O)C3=CC=CC=C32)NC4=CC=CC(=C4)C(=O)O,0.93,Active,active,rf_v1
CID-5897880,C1COCCN1C(=O)CN2C=C(C3=CC=CC=C32)C=C4C(=O)NC(=O)N(C4=O)C5=CC=CC=C5F,0.76,Active,active,rf_v1
CID-5918347,CC1=C(C(=NS1)S(=O)(=O)C(=NNC2=CC=CC(=C2)C(F)(F)F)C#N)C#N,0.73,Active,active,rf_v1
CID-5928454,COC(=O)CC1COC2=CC=CC=C2N1C(=O)C=CC3=CC=CC=C3,0.62,Active,active,rf_v1
CID-6023693,CC1=CC=CC=C1NC2=CC(=NS(=O)(=O)C3=CC=C(C=C3)C(=O)O)C4=CC=CC=C4C2=O,0.79,Active,active,rf_v1
CID-6225958,C1=CSC(=C1)C=C2C(=O)N(C(=O)S2)CC(=O)NC3=CC(=C(C=C3)C(=O)O)O,0.75,Active,active,rf_v1
CID-6236746,C1CCN(C(C1)CCO)C(=O)CCN2C(=O)C(=CC3=CC(=CC=C3)Cl)SC2=S,0.75,Active,active,rf_v1
CID-6246323,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C=CC3=CC=C(C=C3)F,0.86,Active,active,rf_v1
CID-6268409,C1=CC=C(C=C1)COC2=CC=CC(=C2)C=C(C3=CC=C(C=C3)F)C(=O)O,0.74,Active,active,rf_v1
CID-6403417,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=NN=C2Cl)Cl,0.56,Active,active,rf_v1
CID-6460643,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CCS(=O)(=O)C3=CC=CC=C3,0.67,Active,active,rf_v1
CID-6465235,C1=CC2=NON=C2C(=C1)S(=O)(=O)NC3=C(C=CC(=C3)F)F,0.17,Inactive,active,rf_v1
CID-6470683,CCC1=C(SC(=C1C(=O)N2CCOCC2)NC(=O)CC3=CC=CC=C3OC)C,0.12,Inactive,active,rf_v1
CID-6470895,CN1C(=C(C=N1)Cl)C(=O)NC2=CC3=C(C=C2)OCO3,0.7,Active,active,rf_v1
CID-6602830,C1=CC(=CN=C1)OC(=O)C2=CC=C(C=C2)Cl.Cl,0.9,Active,active,rf_v1
CID-6878045,C1=CC=C(C(=C1)C=CC=NN2C(=NNC2=S)C3=CC=CO3)[N+](=O)[O-],0.82,Active,active,rf_v1
CID-6880919,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)NN=CC3=CC=C(O3)C4=C(C=CC(=C4)C(=O)O)Cl)O,0.78,Active,active,rf_v1
CID-6903089,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2C4=CC=CC=C4)C=NNC(=O)CC#N,0.71,Active,active,rf_v1
CID-6904494,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)Cl)C(=O)NN=CC3=CC=NC=C3,0.86,Active,active,rf_v1
CID-7254819,C1=CC(=CC=C1F)SCC(=O)NC2=CC3=C(C=C2)C(=O)NC3=O,0.14,Inactive,active,rf_v1
CID-7314640,CNC1=CC=C(C=C(C1=O)C(=O)C=CC2=CC3=C(C=C2)OCO3)Br,0.81,Active,active,rf_v1
CID-7996726,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)O)C(=O)O)S(=O)(=O)C3=CC=C(C=C3)C)C,0.73,Active,active,rf_v1
CID-9549963,CC1C(=O)NC(C(=O)NC(CCCCNC2=C(C=C(C=C2I)[N+](=O)[O-])C(=O)N1)C(=O)N)CC(=O)N,0.17,Inactive,active,rf_v1
CID-9550250,COC1=C(C=C(C=C1)C(=NOC(=O)CSC2=CC=CC=C2)N)OC,0.68,Active,active,rf_v1
CID-9551063,CC1=CC=C(C=C1)NC2=C(C(=O)N(N=C2)C34CC5CC(C3)CC(C5)(C4)CC(=O)O)Cl,0.72,Active,active,rf_v1
CID-9557232,COC1=C(C=C(C=C1)C=NNC(=O)CN2C3=CC=CC=C3N=N2)OC,0.95,Active,active,rf_v1
CID-9563422,CC1=CC=C(C=C1)OCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],0.65,Active,active,rf_v1
CID-9563955,CC(C)C(=O)NC1=CC=CC(=C1)C(=NNC(=O)C2=CC(=C(C=C2)Cl)Cl)C,0.35,Inactive,active,rf_v1
CID-9566932,CC(=NN=C(N)SC1CC(=O)N(C1=O)C2=CC=C(C=C2)Cl)C3=CC=CS3,0.79,Active,active,rf_v1
CID-9566958,CC(=NN=C(N)SC1CC(=O)N(C1=O)C2=CC(=CC=C2)Cl)C3=CC=CS3,0.85,Active,active,rf_v1
CID-9585555,C1C2CC3CC1CC(C2)(C3)C4=CC=C(C=C4)C=NNC(=S)N,0.68,Active,active,rf_v1
CID-9596269,CC1=CC(=C(C=C1Br)Br)OCC(=O)NN=C(C)CC(=O)NC2=CC=C(C=C2)NC(=O)C,0.36,Inactive,active,rf_v1
CID-9609431,CC1=CC(=C(C(=C1)C)S(=O)(=O)N=C2C=C(C(=O)C3=CC=CC=C32)NC4=CC=C(C=C4)C(=O)O)C,0.89,Active,active,rf_v1
CID-9611292,CCCC1=C(N=NN1C2=NON=C2N)C(=O)NN=CC3=C(C=CC4=CC=CC=C43)OC,0.7,Active,active,rf_v1
CID-9636511,CCCCNC(=O)N(C1C(SC(=S)N1N=CC2=CC=C(C=C2)N(C)C)(C)C)O,0.77,Active,active,rf_v1
CID-9637339,CC(C)OC1=CC=C(C=C1)C=NNC(=O)C2=C(N(N=N2)C3=NON=C3N)CN(C)C4=CC=CC=C4,0.81,Active,active,rf_v1
CID-9643441,CC1(C2CC=C(C1C2)C=NNC(=S)NC3=CN=CC=C3)C,0.74,Active,active,rf_v1
CID-9661081,COC1=CC=CC(=C1)C=NNC(=S)NC2=CN=CC=C2,0.73,Active,active,rf_v1
CID-9662819,CN(CC1=C(N=NN1C2=NON=C2N)C(=O)NN=CC3=CC(=CC=C3)OC)C4=CC=CC=C4,0.73,Active,active,rf_v1
CID-9666324,CC1(C(N(C(=S)S1)N=CC2=CC=CS2)N(C(=O)NC)O)C,0.68,Active,active,rf_v1
CID-12005302,CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)N4CCC5=CC=CC=C54)C,0.82,Active,active,rf_v1
CID-16007641,CC1=C(C(=NO1)C)S(=O)(=O)N(CC(=O)NCC2=CC(=CC=C2)OC)C3=CC=C(C=C3)C(C)C,0.68,Active,active,rf_v1
CID-16017324,CCN(C1=CC=CC=C1)S(=O)(=O)C2=NN=C(S2)NC(=O)C3=CC=CC=C3OC,0.73,Active,active,rf_v1
CID-16017527,CC1=CC(=CC=C1)C(=O)NC2=NN=C(S2)S(=O)(=O)NC3=CC=CC(=C3)C,0.87,Active,active,rf_v1
CID-16019819,CCC1=CC=C(C=C1)NC(=O)C2CCCN(C2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)C=C4,0.69,Active,active,rf_v1
CID-16034541,CN(CC1=CC=C(C=C1)F)S(=O)(=O)C2=NN=C(S2)NC(=O)C3=CC=CC=C3Br,0.65,Active,active,rf_v1
CID-16195219,COC1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)C(=O)N(C(=S)N3)C4=C(C=C(C=C4)OC)OC,0.7,Active,active,rf_v1
CID-16196190,CCOC(=O)C1=C(SC(=C1C2=CC=CC=C2)CN(C)C)NC(=O)CCl.Cl,0.79,Active,active,rf_v1
CID-16404473,COC1=CC(=C(C=C1C=C2C(=O)C3=C(O2)C=C(C=C3)OCC(=O)N4CC5=CC=CC=C5CC4C(=O)O)OC)OC,0.26,Inactive,active,rf_v1
CID-16682428,CC1=C2C(=CC=C1)C(=C(C(=N2)C)CC=C)SC(=N)N.Cl,0.67,Active,active,rf_v1
CID-16682477,C[N+]1=CC=CC2=C(C=CC(=C21)[O-])Br.O,0.6,Active,active,rf_v1
CID-16745830,CN1CCN2C(C1)C3(CC4=C2C=CC(=C4)N)C(=O)NC(=O)NC3=O,0.7,Active,active,rf_v1
CID-16807543,CN(C)CCNC(=O)C(=O)NCC1N(CCO1)S(=O)(=O)C2=CC=C(C=C2)OC,0.75,Active,active,rf_v1
CID-16812389,C1COC(N1S(=O)(=O)C2=CC3=C(C=C2)OCCO3)CNC(=O)C(=O)NCCC4=CC=CC=C4,0.82,Active,active,rf_v1
CID-16825531,COC1=CC=CC=C1CCNC(=O)C(=O)NCC2N(CCO2)S(=O)(=O)C3=CC4=C(C=C3)OCCO4,0.87,Active,active,rf_v1
CID-17379494,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)NC3=CC=CC=C3OC,0.1,Inactive,active,rf_v1
CID-17580184,CC1=CC2=C(C=C1)N(C(=O)C2NC(=O)C)CCN3CCOCC3,0.92,Active,active,rf_v1
CID-17582529,C1C(OC2=CC=CC=C2O1)CN3C4=CC=CC=C4C(=O)C3=O,0.87,Active,active,rf_v1
CID-17583883,COC1=CC2=C(C=C1)N(C(=O)C2=O)CC3COC4=CC=CC=C4O3,0.89,Active,active,rf_v1
CID-17584476,CCOC1=CC2=C(C=C1)N(C(=O)C2=O)CC3COC4=CC=CC=C4O3,0.9,Active,active,rf_v1
CID-20862125,CCC1=CC=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)OCC)S(=O)(=O)C3=C(NC(=O)NC3=O)C,0.26,Inactive,active,rf_v1
CID-20903731,CC1CCN(CC1)C2=NN3C(=NN=C3CCC(=O)NCCCOC(C)C)C=C2,0.64,Active,active,rf_v1
CID-22515899,C1=C(C=C(C=C1C(F)(F)F)NS(=O)(=O)C2=C(N=CC(=C2)Br)N)C(F)(F)F,0.84,Active,active,rf_v1
CID-22517479,CC1=CC(=CC=C1)NS(=O)(=O)C2=NN=C(S2)NC(=O)C3=CC=C(C=C3)Cl,0.89,Active,active,rf_v1
CID-22518136,CCN(C1=CC=C(C=C1)OC)S(=O)(=O)C2=NN=C(S2)NC(=O)COC3=CC=C(C=C3)C,0.75,Active,active,rf_v1
CID-22551764,CC1C(=O)NC2=C(S1)C=CC(=C2)S(=O)(=O)CCC(=O)N3CCN(CC3)C4=C(C=CC(=C4)C)C,0.8,Active,active,rf_v1
CID-22583081,CC1=NC(=CO1)C2=CC=C(C=C2)S(=O)(=O)N3CCN(CC3)C4=CC=CC=C4,0.65,Active,active,rf_v1
